model,file,bleu,chrf2,comet,cometkiwi,comet_n_splits,comet_sample_ratio,comet_sample_size,comet_baseline_mean,comet_system_mean,comet_delta_mean,comet_delta_std,comet_delta_ci_low,comet_delta_ci_high,comet_delta_median,comet_wins,comet_losses,comet_ties,comet_paired_ttest_statistic,comet_paired_ttest_pvalue,comet_bootstrap_pvalue_two_sided,comet_bootstrap_prob_system_ge_baseline,comet_bootstrap_prob_system_le_baseline,comet_significant_95_ci,cometkiwi_n_splits,cometkiwi_sample_ratio,cometkiwi_sample_size,cometkiwi_baseline_mean,cometkiwi_system_mean,cometkiwi_delta_mean,cometkiwi_delta_std,cometkiwi_delta_ci_low,cometkiwi_delta_ci_high,cometkiwi_delta_median,cometkiwi_wins,cometkiwi_losses,cometkiwi_ties,cometkiwi_paired_ttest_statistic,cometkiwi_paired_ttest_pvalue,cometkiwi_bootstrap_pvalue_two_sided,cometkiwi_bootstrap_prob_system_ge_baseline,cometkiwi_bootstrap_prob_system_le_baseline,cometkiwi_significant_95_ci,bleu_n_splits,bleu_sample_ratio,bleu_sample_size,bleu_baseline_mean,bleu_system_mean,bleu_delta_mean,bleu_delta_std,bleu_delta_ci_low,bleu_delta_ci_high,bleu_delta_median,bleu_wins,bleu_losses,bleu_ties,bleu_paired_ttest_statistic,bleu_paired_ttest_pvalue,bleu_bootstrap_pvalue_two_sided,bleu_bootstrap_prob_system_ge_baseline,bleu_bootstrap_prob_system_le_baseline,bleu_significant_95_ci
google/gemma-2-9b-it,detok.twitter.sent.en.txt.rocsmt.out.postproc,45.658789328568396,58.78451999959583,84.9203752361238,79.9654624953866,300.0,0.4,1600.0,83.20249255937836,84.89374918696781,1.6912566275894645,0.2001053005087496,1.3161261369008572,2.085344051755961,1.701728578656908,300.0,0.0,0.0,146.39004564971344,2.466014804123987e-280,0.0,1.0,0.0,True,300.0,0.4,1600.0,79.3928699648132,79.94886921131985,0.5559992465066413,0.1490574899861953,0.24312456119805287,0.8125790574587906,0.5506549095734892,300.0,0.0,0.0,64.60721591439007,1.0607862601081128e-177,0.0,1.0,0.0,True,300.0,0.4,1600.0,43.379640747052456,45.60449142181095,2.2248506747584953,0.3208272585641213,1.6164035898425795,2.8208262001108824,2.2131741873567137,300.0,0.0,0.0,120.1130610030579,4.484163390196189e-255,0.0,1.0,0.0,True
Unbabel/TowerInstruct-7B-v0.2,detok.twitter.sent.en.txt.footweets.out.postproc,47.45332608785799,61.92185786341919,85.84952898472548,78.31521098986268,300.0,0.4,1600.0,85.24804430565797,85.83997670187925,0.5919323962212856,0.11780397034967661,0.3806432955432659,0.8292862167349054,0.5882002683356424,300.0,0.0,0.0,87.03076660811993,2.0372507518261733e-214,0.0,1.0,0.0,True,300.0,0.4,1600.0,78.11138537960748,78.30535151685899,0.19396613725150594,0.19902235572943697,-0.16330138822086532,0.5801303402986381,0.1800379846245037,251.0,49.0,0.0,16.880475735309346,2.278627681641823e-45,0.32666666666666666,0.8366666666666667,0.16333333333333333,False,300.0,0.4,1600.0,45.71475389723088,47.34265885106386,1.6279049538329924,1.2679614262724268,-0.04294711978899582,5.03281143849459,1.3512069323442013,292.0,8.0,0.0,22.237380660868816,2.489143498163265e-65,0.05333333333333334,0.9733333333333334,0.02666666666666667,False
Unbabel/TowerInstruct-7B-v0.2,detok.twitter.sent.en.txt.default.out.postproc,46.07489305500667,60.88121912453156,85.25426808856427,78.11201820224524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unbabel/TowerInstruct-7B-v0.2,detok.twitter.sent.en.txt.pfsmb.out.postproc,47.54115534133435,62.07441440690984,85.82236471176148,77.96870145499706,300.0,0.4,1600.0,85.24804430565797,85.8073382725753,0.5592939669173216,0.12930609939868057,0.31272704633884596,0.8169562657130927,0.5505050830543035,300.0,0.0,0.0,74.91723681809806,8.2786187452418e-196,0.0,1.0,0.0,True,300.0,0.4,1600.0,78.11138537960748,77.96472483538712,-0.1466605442203579,0.20842194303804595,-0.5501894354820234,0.2283332059625534,-0.14937315694987796,77.0,223.0,0.0,-12.187944817738876,5.163947707068945e-28,0.5133333333333333,0.25666666666666665,0.7433333333333333,False,300.0,0.4,1600.0,45.71475389723088,47.54115729152329,1.826403394292422,1.2860716685099294,0.42586308792835,5.07240494293855,1.643452159711643,300.0,0.0,0.0,24.597567549994626,8.184624720872287e-74,0.0,1.0,0.0,True
Unbabel/TowerInstruct-7B-v0.2,detok.twitter.sent.en.txt.mmtc.out.postproc,47.42746112822976,61.88389880881261,85.82031246647239,78.11752439886331,300.0,0.4,1600.0,85.24804430565797,85.80804509185876,0.560000786200787,0.12522569966772473,0.3053479103138665,0.8333212313940812,0.5574245853349535,300.0,0.0,0.0,77.45613053486264,6.333079406654554e-200,0.0,1.0,0.0,True,300.0,0.4,1600.0,78.11138537960748,78.11423670778672,0.0028513281792400163,0.19852321298649045,-0.3682849157135898,0.35763682625257004,0.001060723327100943,151.0,149.0,0.0,0.24876915909237488,0.8037101354459191,0.9933333333333333,0.5033333333333333,0.49666666666666665,False,300.0,0.4,1600.0,45.71475389723088,47.27825626169266,1.5635023644617903,1.2726232431916265,-0.1339443796784863,4.9920722233483215,1.3647317195071196,291.0,9.0,0.0,21.279397083855734,8.078572154796216e-62,0.06,0.97,0.03,False
Unbabel/TowerInstruct-7B-v0.2,detok.twitter.sent.en.txt.rocsmt.out.postproc,47.24429448671602,61.85249844657142,85.84012613743543,78.21281253397466,300.0,0.4,1600.0,85.24804430565797,85.83185798491662,0.58381367925865,0.12533184036651696,0.35899439789354615,0.8484273218782618,0.5781928244978196,300.0,0.0,0.0,80.6814095821614,5.561294502245054e-205,0.0,1.0,0.0,True,300.0,0.4,1600.0,78.11138537960748,78.20824037934344,0.0968549997359512,0.19777701334476033,-0.280205870186902,0.46868844367564144,0.0859481636434789,207.0,93.0,0.0,8.482167754111352,1.034609503935791e-15,0.62,0.69,0.31,False,300.0,0.4,1600.0,45.71475389723088,46.759039703581365,1.0442858063504987,0.981801968102338,-0.3793083285980053,3.4508411529415244,0.8103393937237868,274.0,26.0,0.0,18.422819804671263,3.5571131444468024e-51,0.17333333333333334,0.9133333333333333,0.08666666666666667,False
Qwen/Qwen2.5-7B-Instruct,detok.twitter.sent.en.txt.footweets.out.postproc,44.42563305847259,57.522104028993546,83.46370118930936,74.91105574816466,300.0,0.4,1600.0,82.68103326663994,83.44494760833682,0.7639143416968487,0.16107924392271517,0.4460684041492663,1.0712536041624827,0.7674190271645731,300.0,0.0,0.0,82.14208238302308,3.2775309913547886e-207,0.0,1.0,0.0,True,300.0,0.4,1600.0,76.81003109370668,74.87479911406835,-1.9352319796383384,0.22882857435951395,-2.3748259364627278,-1.4931045019067823,-1.9313052641227846,0.0,300.0,0.0,-146.48171114764187,2.0503317686102284e-280,0.0,0.0,1.0,True,300.0,0.4,1600.0,42.756208523520534,44.39302359049322,1.636815066972693,0.2596699403483763,1.1463815953513925,2.1319817152431706,1.6328189703541263,300.0,0.0,0.0,109.17886201180721,5.888010445650848e-243,0.0,1.0,0.0,True
Qwen/Qwen2.5-7B-Instruct,detok.twitter.sent.en.txt.default.out.postproc,42.800600145044704,54.438871113379605,82.70086690932513,76.8304661847651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen2.5-7B-Instruct,detok.twitter.sent.en.txt.pfsmb.out.postproc,43.6518157253701,55.46856786041442,82.81487785205245,75.71711764633655,300.0,0.4,1600.0,82.68103326663994,82.79010575876259,0.10907249212264976,0.15055501432677001,-0.18388353604823188,0.4002810908947157,0.11661349050701153,230.0,70.0,0.0,12.548177083929513,2.6592548196169173e-29,0.4666666666666667,0.7666666666666667,0.23333333333333334,False,300.0,0.4,1600.0,76.81003109370668,75.68029978279024,-1.1297313109164437,0.21089244880130803,-1.540273706289012,-0.682535507064313,-1.1427419958636165,0.0,300.0,0.0,-92.78435717023815,1.9600457614017296e-222,0.0,0.0,1.0,True,300.0,0.4,1600.0,42.756208523520534,43.60334083917684,0.8471323156562987,0.2677106188559427,0.36511816329873026,1.3627162013798966,0.8482077926153231,300.0,0.0,0.0,54.80829328775108,5.2627852568810044e-158,0.0,1.0,0.0,True
Qwen/Qwen2.5-7B-Instruct,detok.twitter.sent.en.txt.mmtc.out.postproc,43.30790326767308,54.51395188198972,82.51621456593276,75.93206093609332,300.0,0.4,1600.0,82.68103326663994,82.49362572807198,-0.18740753856798023,0.15163679998468713,-0.46553710689768407,0.10215462027117544,-0.17629843112081933,33.0,267.0,0.0,-21.40637223641919,2.753744496181372e-62,0.22,0.11,0.89,False,300.0,0.4,1600.0,76.81003109370668,75.90017290183654,-0.9098581918701528,0.20993703614155135,-1.32550096139312,-0.5025869115721466,-0.9151496393606073,0.0,300.0,0.0,-75.06634584186862,4.7071195694368335e-196,0.0,0.0,1.0,True,300.0,0.4,1600.0,42.756208523520534,43.27154407425324,0.5153355507327095,0.2689408920119062,0.0664829122934128,1.059120941395251,0.49528575588127666,298.0,2.0,0.0,33.188978817547245,2.8749565062056713e-102,0.013333333333333334,0.9933333333333333,0.006666666666666667,True
Qwen/Qwen2.5-7B-Instruct,detok.twitter.sent.en.txt.rocsmt.out.postproc,43.955607764833466,57.2039908222155,83.54882352203131,75.66845396086573,300.0,0.4,1600.0,82.68103326663994,83.52659431849297,0.8455610518530008,0.1554459183953269,0.5517438575159722,1.169549868069587,0.8457280611619378,300.0,0.0,0.0,94.21634982953708,2.3389576887057997e-224,0.0,1.0,0.0,True,300.0,0.4,1600.0,76.81003109370668,75.6468059101204,-1.16322518358628,0.21055208264363873,-1.555881752213464,-0.7349092264659693,-1.1665449608117384,0.0,300.0,0.0,-95.68963143551895,2.6220658251789202e-226,0.0,0.0,1.0,True,300.0,0.4,1600.0,42.756208523520534,43.91083665008088,1.1546281265603484,0.2523820337302795,0.6440880836995966,1.6749211516883,1.124663099777024,300.0,0.0,0.0,79.23997399861892,9.590591341041341e-203,0.0,1.0,0.0,True
ibm-granite/granite-4.1-8b,detok.twitter.sent.en.txt.footweets.out.postproc,44.70840634775104,57.786330132797794,84.11519877910614,78.40876130238176,300.0,0.4,1600.0,83.6492783317032,84.10361248991141,0.45433415820822143,0.13147705131751447,0.20176576562225293,0.6899140810594001,0.4558621915057348,300.0,0.0,0.0,59.85301904362427,1.739299510952157e-168,0.0,1.0,0.0,True,300.0,0.4,1600.0,78.62882611537974,78.38828792948274,-0.24053818589697262,0.1447278473382041,-0.5380965582095104,0.03722206167876877,-0.2408875562250612,14.0,286.0,0.0,-28.786744693329453,3.47830480124933e-88,0.09333333333333334,0.04666666666666667,0.9533333333333334,False,300.0,0.4,1600.0,43.59893727067592,44.63210053737237,1.033163266696448,0.21028489260142547,0.6148874859817924,1.4093932813426473,1.0439600103182123,300.0,0.0,0.0,85.09842282507135,1.2939229834052747e-211,0.0,1.0,0.0,True
ibm-granite/granite-4.1-8b,detok.twitter.sent.en.txt.default.out.postproc,43.63706298125534,55.892436562739114,83.65781476795672,78.65281598567962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibm-granite/granite-4.1-8b,detok.twitter.sent.en.txt.pfsmb.out.postproc,44.65440448993312,57.56249813194212,83.88488744087518,78.1928961135447,300.0,0.4,1600.0,83.6492783317032,83.87122882373941,0.2219504920362189,0.1348710691588751,-0.050768757378682194,0.4803130908170645,0.22720534494146682,288.0,12.0,0.0,28.503483465293304,3.045371944519698e-87,0.08,0.96,0.04,False,300.0,0.4,1600.0,78.62882611537974,78.17540080888196,-0.4534253064977625,0.15473403104671385,-0.7637251120992006,-0.15132901235483526,-0.45220383536070385,0.0,300.0,0.0,-50.75519993753141,5.393414008940019e-149,0.0,0.0,1.0,True,300.0,0.4,1600.0,43.59893727067592,44.5874674367945,0.9885301661185785,0.20660751453991302,0.5915116569415838,1.3493467272702484,0.9839097154112793,300.0,0.0,0.0,82.87135520431983,2.6055518518990356e-208,0.0,1.0,0.0,True
ibm-granite/granite-4.1-8b,detok.twitter.sent.en.txt.mmtc.out.postproc,44.361538421497805,56.86288263953821,83.73692125529051,78.43526549860836,300.0,0.4,1600.0,83.6492783317032,83.72098905205725,0.07171072035407025,0.13450876018191502,-0.17145797717385058,0.34088969156145527,0.07329364959151041,200.0,100.0,0.0,9.234090845282592,4.9624613151835185e-18,0.6666666666666666,0.6666666666666666,0.3333333333333333,False,300.0,0.4,1600.0,78.62882611537974,78.41345643146585,-0.21536968391388683,0.14961568235349806,-0.5133714259136418,0.07894218242727095,-0.2214664686471246,27.0,273.0,0.0,-24.932629326084808,5.370556145947363e-75,0.18,0.09,0.91,False,300.0,0.4,1600.0,43.59893727067592,44.297746609413,0.6988093387370788,0.19791206906831754,0.35755870246466426,1.119571501175049,0.6995611689537995,300.0,0.0,0.0,61.15712322114222,4.488631839633763e-171,0.0,1.0,0.0,True
ibm-granite/granite-4.1-8b,detok.twitter.sent.en.txt.rocsmt.out.postproc,43.77285829034922,56.785307758464675,83.70992586538195,78.46064832285047,300.0,0.4,1600.0,83.6492783317032,83.69750813467427,0.04822980297108537,0.14790642735521062,-0.25093025341629827,0.2926124110817848,0.06553489342332464,196.0,104.0,0.0,5.647926914246661,3.779603758417621e-08,0.6933333333333334,0.6533333333333333,0.3466666666666667,False,300.0,0.4,1600.0,78.62882611537974,78.44026286508267,-0.18856325029705978,0.152480153666761,-0.4993275765329657,0.09826722848229107,-0.19453912507742532,37.0,263.0,0.0,-21.419255037518383,2.4690706436384497e-62,0.24666666666666667,0.12333333333333334,0.8766666666666667,False,300.0,0.4,1600.0,43.59893727067592,43.70262162388162,0.10368435320569212,0.2398653735325917,-0.35069258911645596,0.5624281764052407,0.09932235530159872,198.0,102.0,0.0,7.486973424189316,7.959507248298779e-13,0.68,0.66,0.34,False
